   3.9596491e+01   7.2684211e+01   6.7543860e+00
   3.6534091e+01   7.3670455e+01   6.2954545e+00
   3.3422222e+01   7.7044444e+01   1.0355556e+01
   3.3370000e+01   7.9020000e+01   1.4360000e+01
   3.1206030e+01   8.0130653e+01   7.6381910e+00
   3.5340659e+01   7.7494505e+01   6.3846154e+00
   3.7772727e+01   7.7750000e+01   9.0909091e+00
   4.0701754e+01   7.6070175e+01   7.6666667e+00
   4.0291667e+01   7.7986111e+01   5.2916667e+00
   4.1144231e+01   8.1730769e+01   3.9519231e+00
   3.8533333e+01   8.1066667e+01   7.6888889e+00
   3.4877193e+01   8.1263158e+01   1.1350877e+01
   3.3328947e+01   8.4210526e+01   1.1697368e+01
   3.5666667e+01   8.4169399e+01   7.8087432e+00
   4.1217391e+01   8.5507246e+01   5.0579710e+00
   3.7666667e+01   8.7207407e+01   9.5259259e+00
   4.1481818e+01   8.9600000e+01   5.6181818e+00
   2.6231818e+01   7.8954545e+01   1.0736364e+01
   2.7403361e+01   8.3092437e+01   9.5462185e+00
   2.6929936e+01   8.5987261e+01   9.7770701e+00
   3.0568548e+01   8.9294355e+01   9.0443548e+00
   4.3117021e+01   9.4489362e+01   6.3936170e+00
   4.4686099e+01   9.6748879e+01   1.1811659e+01
   4.3887931e+01   9.0965517e+01   1.3241379e+01
   4.5268657e+01   9.1597015e+01   5.8457711e+00
   4.4966292e+01   8.6561798e+01   4.8988764e+00
   4.3592105e+01   8.7098684e+01   1.0394737e+01
   4.0805825e+01   8.5864078e+01   1.3631068e+01
   4.3021277e+01   8.1287234e+01   1.0042553e+01
   4.5023256e+01   8.2705426e+01   4.2248062e+00
   4.3928571e+01   8.0476190e+01   6.4761905e+00
   4.4750000e+01   7.6852941e+01   6.9411765e+00
   4.3714286e+01   7.6204082e+01   1.0448980e+01
   4.3983193e+01   7.2546218e+01   8.1764706e+00
   3.2338983e+01   7.9389831e+01   1.7576271e+01
   2.8700000e+01   8.0622222e+01   1.4788889e+01
   2.8287129e+01   7.7742574e+01   1.6633663e+01
   2.2646067e+01   7.8617978e+01   1.7089888e+01
   2.4051282e+01   8.3589744e+01   1.9057692e+01
   2.4071174e+01   8.4327402e+01   1.3879004e+01
   2.8929204e+01   8.3026549e+01   1.7699115e+01
   2.3403846e+01   7.7528846e+01   1.9730769e+01
   2.2067227e+01   7.4394958e+01   2.2806723e+01
   2.1478992e+01   7.4235294e+01   2.0008403e+01
   2.7214286e+01   7.2585714e+01   1.6942857e+01
   2.9202703e+01   7.2972973e+01   1.9270270e+01
   2.3719298e+01   7.2245614e+01   1.3093567e+01
   2.1128571e+01   7.3364286e+01   1.5607143e+01
   2.4370370e+01   7.0962963e+01   1.8851852e+01
   2.6047619e+01   7.0630952e+01   2.3988095e+01
   2.7855556e+01   6.8844444e+01   2.2400000e+01
   2.6456897e+01   7.5706897e+01   2.7741379e+01
   2.7230159e+01   7.5015873e+01   2.3976190e+01
   2.2040323e+01   7.6463710e+01   2.5862903e+01
   2.5384615e+01   8.2184615e+01   2.6866667e+01
   2.9630319e+01   8.1819149e+01   3.3324468e+01
   3.3313492e+01   8.4095238e+01   3.2325397e+01
   3.1628571e+01   8.0219048e+01   2.6133333e+01
   2.5448087e+01   8.3448087e+01   2.3262295e+01
   3.0125926e+01   7.8592593e+01   2.1955556e+01
   3.1326733e+01   8.3940594e+01   1.9871287e+01
   2.8698925e+01   8.7655914e+01   2.4844086e+01
   3.4339506e+01   8.3450617e+01   2.3851852e+01
   3.3185484e+01   8.8108871e+01   2.9161290e+01
   3.6774359e+01   9.1846154e+01   2.8000000e+01
   3.2736842e+01   9.0291498e+01   2.2943320e+01
   2.7519149e+01   8.9502128e+01   1.8617021e+01
   2.9692308e+01   8.7671329e+01   1.4699301e+01
   3.2175000e+01   9.2550000e+01   1.4918750e+01
   3.2792553e+01   8.9308511e+01   1.8462766e+01
   3.6021053e+01   9.2763158e+01   2.3368421e+01
   3.5567460e+01   9.5686508e+01   1.9353175e+01
   3.6468750e+01   9.0666667e+01   1.4541667e+01
   3.1647619e+01   9.3623810e+01   1.0219048e+01
